4.3645251E-05	1.4671100E+03	5.5183400E+02	6.4032421E-02	2.4084936E-02
8.7290503E-05	3.2381700E+02	1.0127300E+02	2.8266129E-02	8.8401660E-03
1.3093575E-04	1.3207700E+02	6.7904700E+01	1.7293541E-02	8.8911513E-03
1.7458101E-04	6.2449700E+01	2.1271800E+01	1.0902531E-02	3.7136507E-03
2.1822626E-04	4.2735500E+01	1.9816500E+01	9.3260141E-03	4.3244876E-03
2.6187151E-04	6.1887800E+01	4.0015200E+01	1.6206659E-02	1.0478844E-02
3.0551676E-04	2.1807300E+01	8.3788400E+00	6.6624935E-03	2.5598747E-03
3.4916201E-04	2.3305600E+01	9.5741800E+00	8.1374299E-03	3.3429405E-03
3.9280726E-04	1.6482600E+01	9.1946500E+00	6.4744757E-03	3.6117267E-03
4.3645251E-04	8.4724900E+00	1.9086300E+00	3.6978384E-03	8.3302564E-04
4.8009777E-04	1.6190700E+01	6.3087400E+00	7.7731127E-03	3.0288118E-03
5.2374302E-04	2.8550700E+01	1.5048000E+01	1.4953254E-02	7.8812976E-03
5.6738827E-04	8.6260800E+00	2.6981500E+00	4.8943353E-03	1.5309013E-03
6.1103352E-04	1.4635500E+01	2.6122300E+00	8.9427741E-03	1.5961623E-03
6.5467877E-04	1.4423300E+01	8.2689300E+00	9.4426363E-03	5.4134926E-03
6.9832402E-04	7.6578700E+00	2.5090400E+00	5.3476771E-03	1.7521262E-03
7.4196927E-04	3.1105300E+00	1.5392300E+00	2.3079173E-03	1.1420610E-03
8.0743715E-04	3.2388200E+00	1.9596000E+00	2.6151473E-03	1.5822559E-03
8.9472765E-04	5.9982200E+00	2.4734900E+00	5.3667703E-03	2.2130984E-03
9.8201816E-04	2.8321000E+00	1.3642000E+00	2.7811733E-03	1.3396688E-03
1.0693087E-03	4.8108000E+00	1.4931100E+00	5.1442251E-03	1.5965973E-03
1.1565992E-03	3.9107000E+00	2.0042000E+00	4.5231100E-03	2.3180535E-03
1.2438897E-03	2.7321700E+00	1.8695300E+00	3.3985238E-03	2.3254894E-03
1.3311802E-03	1.8523100E+00	1.4839300E+00	2.4657578E-03	1.9753817E-03
1.4184707E-03	9.2140000E-01	5.5876700E-01	1.3069784E-03	7.9259522E-04
1.5057612E-03	1.6452000E+00	1.2360800E+00	2.4772735E-03	1.8612426E-03
1.5930517E-03	1.1502500E+00	7.7966600E-01	1.8324038E-03	1.2420487E-03
1.6803422E-03	1.7575100E+00	6.4149100E-01	2.9532209E-03	1.0779243E-03
1.7894553E-03	1.6668100E+00	9.0866200E-01	2.9826895E-03	1.6260093E-03
1.9203911E-03	9.5812700E-01	4.3184600E-01	1.8399781E-03	8.2931284E-04
2.0513268E-03	1.2163600E+00	4.8114200E-01	2.4951570E-03	9.8697988E-04
2.1822626E-03	2.5757900E+00	1.1073100E+00	5.6210458E-03	2.4164369E-03
2.3131983E-03	1.7801600E+00	8.3995200E-01	4.1178539E-03	1.9429751E-03
2.4441341E-03	1.2066500E+00	6.7909200E-01	2.9492188E-03	1.6597913E-03
2.5750698E-03	1.1367100E+00	6.7452600E-01	2.9271191E-03	1.7369513E-03
2.7278282E-03	2.2678500E+00	9.2931500E-01	6.1862926E-03	2.5350113E-03
