4.3645251E-05	5.1071600E+03	2.8084400E+03	2.2290333E-01	1.2257517E-01
8.7290503E-05	2.7442300E+03	4.0439600E+02	2.3954560E-01	3.5299954E-02
1.3093575E-04	6.9088700E+02	1.7019500E+02	9.0461838E-02	2.2284674E-02
1.7458101E-04	5.2160500E+02	1.0836300E+02	9.1062365E-02	1.8918173E-02
2.1822626E-04	3.4216400E+02	2.2236600E+02	7.4669116E-02	4.8526129E-02
2.6187151E-04	4.5940200E+02	2.6971200E+02	1.2030440E-01	7.0629978E-02
3.0551676E-04	3.9405000E+02	3.0141700E+02	1.2038902E-01	9.2088055E-02
3.4916201E-04	4.4058400E+02	3.2041700E+02	1.5383530E-01	1.1187728E-01
3.9280726E-04	1.6578200E+02	1.5045400E+02	6.5120265E-02	5.9099422E-02
4.3645251E-04	5.3783800E+01	2.6130100E+01	2.3474077E-02	1.1404529E-02
4.8009777E-04	1.1707200E+01	1.0448300E+01	5.6206075E-03	5.0162217E-03
5.2374302E-04	3.0794100E+01	1.8883000E+01	1.6128217E-02	9.8898461E-03
5.6738827E-04	2.1807000E+01	1.6785600E+01	1.2373013E-02	9.5239507E-03
6.1103352E-04	3.0487900E+01	1.2967800E+01	1.8629151E-02	7.9237501E-03
6.5467877E-04	4.7786600E+01	2.2579300E+01	3.1284896E-02	1.4782207E-02
6.9832402E-04	1.1194200E+02	8.1942800E+01	7.8171464E-02	5.7222595E-02
7.4196927E-04	1.2587000E+02	1.1340700E+02	9.3391324E-02	8.4144361E-02
8.0743715E-04	6.3477700E+01	4.1589900E+01	5.1254234E-02	3.3581256E-02
8.9472765E-04	9.2855400E+00	5.5326500E+00	8.3080308E-03	4.9502149E-03
9.8201816E-04	9.8439100E+00	4.3708700E+00	9.6669004E-03	4.2922743E-03
1.0693087E-03	8.1471800E+00	3.7490900E+00	8.7118487E-03	4.0089331E-03
1.1565992E-03	1.3158700E+01	1.0455800E+01	1.5219292E-02	1.2093114E-02
1.2438897E-03	2.9317200E+01	1.5041000E+01	3.6467362E-02	1.8709376E-02
1.3311802E-03	1.9646100E+01	1.4039100E+01	2.6152495E-02	1.8688603E-02
1.4184707E-03	2.0627700E+00	2.6727200E+00	2.9259786E-03	3.7911749E-03
1.5057612E-03	1.3126000E+01	3.5815800E+00	1.9764592E-02	5.3930112E-03
1.5930517E-03	8.0205600E+00	4.5690100E+00	1.2777172E-02	7.2786755E-03
1.6803422E-03	1.4367600E+01	1.4153700E+01	2.4142496E-02	2.3783025E-02
1.7894553E-03	1.4169800E+01	1.2272400E+01	2.5356177E-02	2.1960828E-02
1.9203911E-03	9.3620500E+00	6.5562700E+00	1.7978788E-02	1.2590596E-02
2.0513268E-03	6.0475400E+00	2.7565700E+00	1.2405485E-02	5.6546359E-03
2.1822626E-03	2.1047900E+00	2.3775900E+00	4.5932018E-03	5.1885245E-03
2.3131983E-03	6.9509700E+00	5.8037900E+00	1.6078970E-02	1.3425325E-02
2.4441341E-03	4.7699100E-01	8.5788700E-01	1.1658307E-03	2.0967908E-03
2.5750698E-03	4.1630800E-02	2.2249900E+00	1.0720228E-04	5.7295031E-03
2.7278282E-03	6.4508400E+00	3.9336400E+00	1.7596792E-02	1.0730295E-02
