74.0761	0.000000E+00	0.000000E+00	
79.0018	4.232677E-07	4.232677E-07	
83.9274	2.878951E-04	2.878951E-04	
88.8531	5.910101E-04	5.910101E-04	
93.7788	8.902316E-04	8.902316E-04	
98.7045	1.190297E-03	1.190297E-03	
103.63	1.494506E-03	1.494506E-03	
108.556	1.805032E-03	1.805032E-03	
113.482	2.116224E-03	2.116224E-03	
118.407	2.444215E-03	2.444215E-03	
123.333	2.786124E-03	2.786124E-03	
128.259	3.162427E-03	3.162427E-03	
133.184	3.296028E-03	3.296028E-03	
138.11	3.468403E-03	3.468403E-03	
143.036	3.691080E-03	3.691080E-03	
147.961	3.717824E-03	3.717824E-03	
152.887	3.649538E-03	3.649538E-03	
157.813	3.514679E-03	3.514679E-03	
162.738	3.349617E-03	3.349617E-03	
167.664	3.147617E-03	3.147617E-03	
172.59	2.915327E-03	2.915327E-03	
177.515	2.632801E-03	2.632801E-03	
182.441	2.297655E-03	2.297655E-03	
187.367	1.898245E-03	1.898245E-03	
192.292	1.447920E-03	1.447920E-03	
197.218	1.186347E-03	1.186347E-03	
202.144	1.008355E-03	1.008355E-03	
207.069	8.850560E-04	8.850560E-04	
211.995	7.910646E-04	7.910646E-04	
216.921	7.112557E-04	7.112557E-04	
221.846	6.435086E-04	6.435086E-04	
226.772	5.885866E-04	5.885866E-04	
231.698	5.382064E-04	5.382064E-04	
236.624	5.019020E-04	5.019020E-04	
241.549	4.778053E-04	4.778053E-04	
246.475	4.372106E-04	4.372106E-04	
251.401	4.064019E-04	4.064019E-04	
256.326	3.831584E-04	3.831584E-04	
261.252	3.677076E-04	3.677076E-04	
266.178	3.442696E-04	3.442696E-04	
271.103	3.241671E-04	3.241671E-04	
276.029	3.088070E-04	3.088070E-04	
280.955	3.056352E-04	3.056352E-04	
285.88	2.815850E-04	2.815850E-04	
290.806	2.526329E-04	2.526329E-04	
295.732	2.488754E-04	2.488754E-04	
300.657	2.480723E-04	2.480723E-04	
305.583	2.355491E-04	2.355491E-04	
310.509	2.128300E-04	2.128300E-04	
315.434	2.085403E-04	2.085403E-04	
320.36	2.080987E-04	2.080987E-04	
325.286	1.967638E-04	1.967638E-04	
330.211	1.793051E-04	1.793051E-04	
335.137	1.780526E-04	1.780526E-04	
340.063	1.803539E-04	1.803539E-04	
344.988	1.700966E-04	1.700966E-04	
349.914	1.548631E-04	1.548631E-04	
354.84	1.512985E-04	1.512985E-04	
359.766	1.545116E-04	1.545116E-04	
364.691	1.469663E-04	1.469663E-04	
369.617	1.370784E-04	1.370784E-04	
374.543	1.341986E-04	1.341986E-04	
379.468	1.318700E-04	1.318700E-04	
384.394	1.287881E-04	1.287881E-04	
389.32	1.173604E-04	1.173604E-04	
394.245	1.159899E-04	1.159899E-04	
399.171	1.158623E-04	1.158623E-04	
404.097	1.146357E-04	1.146357E-04	
409.022	1.059457E-04	1.059457E-04	
413.948	1.025192E-04	1.025192E-04	
418.874	1.008748E-04	1.008748E-04	
423.799	1.019944E-04	1.019944E-04	
428.725	9.614258E-05	9.614258E-05	
433.651	9.257435E-05	9.257435E-05	
438.576	9.116587E-05	9.116587E-05	
443.502	9.209903E-05	9.209903E-05	
448.428	8.766886E-05	8.766886E-05	
453.353	8.279306E-05	8.279306E-05	
458.279	8.007893E-05	8.007893E-05	
463.205	8.280124E-05	8.280124E-05	
468.13	7.894506E-05	7.894506E-05	
473.056	7.346828E-05	7.346828E-05	
477.982	7.350236E-05	7.350236E-05	
482.908	7.279063E-05	7.279063E-05	
487.833	7.164993E-05	7.164993E-05	
492.759	6.655092E-05	6.655092E-05	
497.685	6.576823E-05	6.576823E-05	
502.61	6.506702E-05	6.506702E-05	
507.536	6.535386E-05	6.535386E-05	
512.462	6.005354E-05	6.005354E-05	
517.387	5.885099E-05	5.885099E-05	
522.313	5.946084E-05	5.946084E-05	
527.239	5.839443E-05	5.839443E-05	
532.164	5.590926E-05	5.590926E-05	
537.09	5.382895E-05	5.382895E-05	
542.016	5.338455E-05	5.338455E-05	
546.941	5.393479E-05	5.393479E-05	
551.867	5.134090E-05	5.134090E-05	
556.793	4.912659E-05	4.912659E-05	
561.718	4.914184E-05	4.914184E-05	
566.644	4.963267E-05	4.963267E-05	
571.57	4.774602E-05	4.774602E-05	
576.495	4.548701E-05	4.548701E-05	
581.421	4.482202E-05	4.482202E-05	
586.347	4.512029E-05	4.512029E-05	
591.272	4.418344E-05	4.418344E-05	
596.198	4.153602E-05	4.153602E-05	
601.124	4.139501E-05	4.139501E-05	
606.05	4.145664E-05	4.145664E-05	
610.975	4.127433E-05	4.127433E-05	
615.901	3.879050E-05	3.879050E-05	
620.827	3.771882E-05	3.771882E-05	
625.752	3.846712E-05	3.846712E-05	
630.678	3.821355E-05	3.821355E-05	
635.604	3.629011E-05	3.629011E-05	
640.529	3.509282E-05	3.509282E-05	
645.455	3.491244E-05	3.491244E-05	
650.381	3.611376E-05	3.611376E-05	
655.306	3.439336E-05	3.439336E-05	
660.232	3.247334E-05	3.247334E-05	
665.158	3.273183E-05	3.273183E-05	
670.083	3.297982E-05	3.297982E-05	
675.009	3.165677E-05	3.165677E-05	
679.935	3.131898E-05	3.131898E-05	
684.86	3.013516E-05	3.013516E-05	
689.786	3.046486E-05	3.046486E-05	
694.712	3.060297E-05	3.060297E-05	
699.637	2.816157E-05	2.816157E-05	
704.563	2.832491E-05	2.832491E-05	
709.489	2.824684E-05	2.824684E-05	
714.414	2.858250E-05	2.858250E-05	
719.34	2.757620E-05	2.757620E-05	
724.266	2.695520E-05	2.695520E-05	
729.192	2.579102E-05	2.579102E-05	
734.117	2.720144E-05	2.720144E-05	
739.043	2.663371E-05	2.663371E-05	
743.969	2.466107E-05	2.466107E-05	
748.894	2.520088E-05	2.520088E-05	
753.82	2.501730E-05	2.501730E-05	
758.746	2.501759E-05	2.501759E-05	
763.671	2.377081E-05	2.377081E-05	
768.597	2.328263E-05	2.328263E-05	
773.523	2.322703E-05	2.322703E-05	
778.448	2.377452E-05	2.377452E-05	
783.374	2.223092E-05	2.223092E-05	
788.3	2.181375E-05	2.181375E-05	
793.225	2.257640E-05	2.257640E-05	
798.151	2.197651E-05	2.197651E-05	
803.077	2.198099E-05	2.198099E-05	
808.002	2.076050E-05	2.076050E-05	
812.928	2.075433E-05	2.075433E-05	
