18.9023	0.000000E+00	0.000000E+00	
23.828	0.000000E+00	0.000000E+00	
28.7537	1.977987E-03	1.977987E-03	
33.6794	4.677626E-03	4.677626E-03	
38.605	8.612679E-03	8.612679E-03	
43.5307	1.394252E-02	1.394252E-02	
48.4564	2.098586E-02	2.098586E-02	
53.3821	2.922255E-02	2.922255E-02	
58.3078	3.772392E-02	3.772392E-02	
63.2334	4.326867E-02	4.326867E-02	
68.1591	4.583435E-02	4.583435E-02	
73.0848	4.725084E-02	4.725084E-02	
78.0105	4.620721E-02	4.620721E-02	
82.9362	4.413552E-02	4.413552E-02	
87.8618	4.059944E-02	4.059944E-02	
92.7875	3.558499E-02	3.558499E-02	
97.7132	2.878394E-02	2.878394E-02	
102.639	2.069885E-02	2.069885E-02	
107.565	1.233730E-02	1.233730E-02	
112.49	6.894478E-03	6.894478E-03	
117.416	4.412835E-03	4.412835E-03	
122.342	3.070693E-03	3.070693E-03	
127.267	2.190664E-03	2.190664E-03	
132.193	1.613216E-03	1.613216E-03	
137.119	1.260999E-03	1.260999E-03	
142.044	9.789806E-04	9.789806E-04	
146.97	7.721767E-04	7.721767E-04	
151.896	6.499578E-04	6.499578E-04	
156.821	5.367855E-04	5.367855E-04	
161.747	4.612746E-04	4.612746E-04	
166.673	3.966795E-04	3.966795E-04	
171.598	3.425245E-04	3.425245E-04	
176.524	3.068771E-04	3.068771E-04	
181.45	2.720216E-04	2.720216E-04	
186.375	2.426785E-04	2.426785E-04	
191.301	2.230316E-04	2.230316E-04	
196.227	2.013574E-04	2.013574E-04	
201.152	1.857029E-04	1.857029E-04	
206.078	1.691874E-04	1.691874E-04	
211.004	1.548806E-04	1.548806E-04	
215.93	1.449195E-04	1.449195E-04	
220.855	1.352034E-04	1.352034E-04	
225.781	1.265418E-04	1.265418E-04	
230.707	1.191324E-04	1.191324E-04	
235.632	1.107023E-04	1.107023E-04	
240.558	1.049267E-04	1.049267E-04	
245.484	9.853651E-05	9.853651E-05	
250.409	9.272272E-05	9.272272E-05	
255.335	8.857701E-05	8.857701E-05	
260.261	8.365527E-05	8.365527E-05	
265.186	8.077108E-05	8.077108E-05	
270.112	7.602293E-05	7.602293E-05	
275.038	7.259303E-05	7.259303E-05	
279.963	6.964861E-05	6.964861E-05	
284.889	6.639873E-05	6.639873E-05	
289.815	6.420744E-05	6.420744E-05	
294.74	6.146834E-05	6.146834E-05	
299.666	5.859354E-05	5.859354E-05	
304.592	5.690015E-05	5.690015E-05	
309.517	5.430485E-05	5.430485E-05	
314.443	5.242944E-05	5.242944E-05	
319.369	5.050794E-05	5.050794E-05	
324.294	4.839866E-05	4.839866E-05	
329.22	4.645354E-05	4.645354E-05	
334.146	4.443444E-05	4.443444E-05	
339.072	4.244872E-05	4.244872E-05	
343.997	4.109643E-05	4.109643E-05	
348.923	3.968026E-05	3.968026E-05	
353.849	3.881790E-05	3.881790E-05	
358.774	3.707660E-05	3.707660E-05	
363.7	3.575453E-05	3.575453E-05	
368.626	3.480493E-05	3.480493E-05	
373.551	3.339359E-05	3.339359E-05	
378.477	3.312037E-05	3.312037E-05	
383.403	3.182660E-05	3.182660E-05	
388.328	3.069245E-05	3.069245E-05	
