4.3645251E-05	4.1063257E+02
8.7290503E-05	1.0527820E+02
1.3093575E-04	8.9654320E+01
1.7458101E-04	2.7164232E+01
2.1822626E-04	1.2948199E+01
2.6187151E-04	6.8437750E+01
3.0551676E-04	7.6053345E+01
3.4916201E-04	6.6418785E+01
3.9280726E-04	3.4908962E+01
4.3645251E-04	6.6605446E+01
4.8009777E-04	1.3143783E+01
5.4556564E-04	1.3203504E+01
6.3285615E-04	1.4004619E+01
7.2014665E-04	1.7614115E+01
8.0743715E-04	2.2209078E+01
8.9472765E-04	2.7754997E+01
9.8201816E-04	7.1078730E+00
1.0693087E-03	6.4323034E+00
1.1784218E-03	5.4066850E+00
1.3093575E-03	2.1287810E+00
1.4402933E-03	5.5574010E+00
1.5712291E-03	5.5584810E+00
1.7021648E-03	3.1697160E+00
1.8549232E-03	3.2794266E+00
2.0295042E-03	4.3194413E+00
2.2040852E-03	1.6716802E+00
2.3786662E-03	1.8230860E+00
2.5750698E-03	1.0569755E+00
2.7496508E-03	3.7624981E+00
