4.36452514E-05	1.92571630E+03
8.72905028E-05	6.55152200E+02
1.30935754E-04	6.48130100E+02
1.74581006E-04	1.27214325E+02
2.18226257E-04	2.06050630E+02
2.61871508E-04	1.06106400E+02
3.05516760E-04	2.28246650E+01
3.49162011E-04	1.22473040E+02
3.92807263E-04	2.49308000E+01
4.36452514E-04	6.74800400E+00
4.80097765E-04	2.20795170E+01
5.45565642E-04	7.64697650E+01
6.32856145E-04	6.52769600E+01
7.20146648E-04	2.77388530E+01
8.07437151E-04	4.69874100E+00
8.94727654E-04	1.63070410E+01
9.82018156E-04	6.11510850E+00
1.06930866E-03	1.27107370E+01
1.17842179E-03	8.33864100E+00
1.30935754E-03	8.28573500E+00
1.44029330E-03	1.03327560E+01
1.57122905E-03	1.29440000E+01
1.70216480E-03	1.28805010E+01
1.85492318E-03	6.35581600E+00
2.02950419E-03	3.73458390E+00
2.20408520E-03	1.27865520E+00
2.37866620E-03	4.21139570E+00
2.57506983E-03	8.88231100E+00
2.74965084E-03	3.34194400E+00
