4.3645251E-05	1.7498059E+03
8.7290503E-05	2.4169360E+03
1.3093575E-04	5.4193930E+02
1.7458101E-04	1.0253906E+03
2.1822626E-04	3.9802075E+02
2.6187151E-04	4.0895898E+02
3.0551676E-04	2.6391120E+02
3.4916201E-04	1.0373369E+02
3.9280726E-04	3.4135245E+02
4.3645251E-04	6.2541412E+01
4.8009777E-04	1.2819171E+02
5.4556564E-04	5.1185997E+01
6.3285615E-04	2.8823235E+01
7.2014665E-04	3.7842793E+01
8.0743715E-04	2.1943510E+01
8.9472765E-04	2.0087341E+01
9.8201816E-04	2.4611563E+01
1.0693087E-03	8.9978770E+00
1.1784218E-03	6.9163666E+00
1.3093575E-03	6.0435480E+00
1.4402933E-03	3.1482162E+00
1.5712291E-03	7.1772370E+00
1.7021648E-03	1.5268102E+01
1.8549232E-03	1.6942330E+01
2.0295042E-03	2.6347850E+00
2.2040852E-03	1.1258428E+00
2.3786662E-03	3.2428904E+00
2.5750698E-03	7.2549515E+00
2.7496508E-03	6.0647750E-01
