4.3645251E-05	1.3669893E+03
8.7290503E-05	2.4501913E+02
1.3093575E-04	4.2148350E+02
1.7458101E-04	1.5397516E+02
2.1822626E-04	6.2346733E+01
2.6187151E-04	3.2298520E+01
3.0551676E-04	7.0097670E+01
3.4916201E-04	2.4449175E+01
3.9280726E-04	2.7993252E+01
4.3645251E-04	4.3673277E+00
4.8009777E-04	2.0322040E+01
5.4556564E-04	5.6074180E+00
6.3285615E-04	7.4491215E+00
7.2014665E-04	6.7739190E+00
8.0743715E-04	5.0585365E+00
8.9472765E-04	3.3005424E+00
9.8201816E-04	3.2731605E+00
1.0693087E-03	3.5281718E+00
1.1784218E-03	2.6359832E+00
1.3093575E-03	1.4303235E+00
1.4402933E-03	1.8578410E+00
1.5712291E-03	1.5298399E+00
1.7021648E-03	9.5537204E-01
1.8549232E-03	4.4566366E-01
2.0295042E-03	6.4450634E-01
2.2040852E-03	7.3309150E-01
2.3786662E-03	3.1797790E-01
2.5750698E-03	1.4511840E+00
2.7496508E-03	7.4273140E-01
