4.3645251E-05	5.2773083E+02
8.7290503E-05	6.2697520E+02
1.3093575E-04	5.1808844E+02
1.7458101E-04	2.6347977E+02
2.1822626E-04	1.1629303E+02
2.6187151E-04	6.3914410E+01
3.0551676E-04	1.0719098E+02
3.4916201E-04	5.1194610E+01
3.9280726E-04	1.9066418E+01
4.3645251E-04	1.1890674E+01
4.8009777E-04	2.3589325E+01
5.4556564E-04	1.1271616E+01
6.3285615E-04	6.7828080E+00
7.2014665E-04	7.1352053E+00
8.0743715E-04	5.0012007E+00
8.9472765E-04	2.0444114E+00
9.8201816E-04	2.9973550E+00
1.0693087E-03	1.9721360E+00
1.1784218E-03	1.2565032E+00
1.3093575E-03	2.4752395E+00
1.4402933E-03	6.4563113E-01
1.5712291E-03	2.2209117E+00
1.7021648E-03	1.5212299E+00
1.8549232E-03	9.5337930E-01
2.0295042E-03	6.6897970E-01
2.2040852E-03	2.2428907E-01
2.3786662E-03	3.6909536E-01
2.5750698E-03	5.0603600E-01
2.7496508E-03	8.1408256E-01
