4.3645251E-05	5.6900700E+02
8.7290503E-05	3.1881873E+02
1.3093575E-04	2.0509380E+02
1.7458101E-04	1.3222726E+02
2.1822626E-04	3.7759690E+01
2.6187151E-04	8.3670650E+01
3.0551676E-04	1.0217272E+02
3.4916201E-04	1.1139807E+02
3.9280726E-04	8.8406525E+01
4.3645251E-04	1.0833691E+01
4.8009777E-04	5.6482143E+01
5.4556564E-04	1.6456780E+01
6.3285615E-04	4.2617435E+00
7.2014665E-04	1.0629952E+01
8.0743715E-04	8.4515970E+00
8.9472765E-04	8.1643730E+00
9.8201816E-04	2.7937775E+00
1.0693087E-03	1.5358418E+01
1.1784218E-03	5.4788260E+00
1.3093575E-03	1.1023269E+01
1.4402933E-03	5.3605456E+00
1.5712291E-03	6.8962950E+00
1.7021648E-03	4.9043670E+00
1.8549232E-03	5.2973995E+00
2.0295042E-03	4.3261840E+00
2.2040852E-03	4.9450636E+00
2.3786662E-03	1.0905850E+00
2.5750698E-03	1.8210690E+00
2.7496508E-03	3.1383505E+00
