4.3645251E-05	3.2552017E+02
8.7290503E-05	2.5232791E+02
1.3093575E-04	1.3288567E+02
1.7458101E-04	1.7938507E+02
2.1822626E-04	9.8305520E+01
2.6187151E-04	4.2851490E+01
3.0551676E-04	2.9249098E+01
3.4916201E-04	5.2470463E+01
3.9280726E-04	2.4477243E+01
4.3645251E-04	3.9186920E+01
4.8009777E-04	1.3467417E+01
5.4556564E-04	1.4853220E+01
6.3285615E-04	1.5397295E+01
7.2014665E-04	6.1462545E+00
8.0743715E-04	4.2558710E+00
8.9472765E-04	3.0506377E+00
9.8201816E-04	8.0404830E+00
1.0693087E-03	1.3208337E+00
1.1784218E-03	4.6501070E+00
1.3093575E-03	6.4816930E+00
1.4402933E-03	7.9497090E-01
1.5712291E-03	2.5126500E+00
1.7021648E-03	1.5723200E+00
1.8549232E-03	6.5986020E-01
2.0295042E-03	5.7524440E-01
2.2040852E-03	9.2817720E-01
2.3786662E-03	9.2384100E-02
2.5750698E-03	7.1475375E-01
2.7496508E-03	6.3530475E-01
