4.3645251E-05	8.7495280E+02
8.7290503E-05	1.2967389E+02
1.3093575E-04	2.2466588E+02
1.7458101E-04	8.6506430E+01
2.1822626E-04	3.6780376E+01
2.6187151E-04	2.0156847E+02
3.0551676E-04	9.8426580E+01
3.4916201E-04	9.3501750E+00
3.9280726E-04	2.1092516E+01
4.3645251E-04	1.6457172E+01
4.8009777E-04	2.3381308E+01
5.4556564E-04	3.2615710E+01
6.3285615E-04	1.2314364E+01
7.2014665E-04	1.9662426E+01
8.0743715E-04	5.1446950E+00
8.9472765E-04	5.9814470E+00
9.8201816E-04	6.7009134E+00
1.0693087E-03	4.5386615E+00
1.1784218E-03	4.6908600E+00
1.3093575E-03	3.7173188E+00
1.4402933E-03	1.8082823E+00
1.5712291E-03	3.9446240E+00
1.7021648E-03	2.3226407E+00
1.8549232E-03	1.3851200E+00
2.0295042E-03	1.6633842E+00
2.2040852E-03	1.6759346E+00
2.3786662E-03	1.0706135E+00
2.5750698E-03	7.4779564E-01
2.7496508E-03	8.4054090E-01
