4.3645251E-05	6.2881960E+02
8.7290503E-05	4.0443973E+02
1.3093575E-04	3.2398438E+02
1.7458101E-04	1.1518965E+02
2.1822626E-04	1.3903128E+02
2.6187151E-04	5.6883427E+01
3.0551676E-04	2.6645230E+01
3.4916201E-04	4.1962566E+01
3.9280726E-04	1.2960684E+01
4.3645251E-04	2.0707346E+01
4.8009777E-04	5.2535963E+00
5.4556564E-04	1.0221611E+01
6.3285615E-04	1.0208753E+01
7.2014665E-04	4.1116850E+00
8.0743715E-04	3.5282197E+00
8.9472765E-04	5.3589070E+00
9.8201816E-04	5.5631657E+00
1.0693087E-03	1.6822288E+00
1.1784218E-03	2.2060351E+00
1.3093575E-03	6.0358626E-01
1.4402933E-03	1.0289661E+00
1.5712291E-03	1.1478769E+00
1.7021648E-03	1.3663475E-01
1.8549232E-03	3.8585190E-01
2.0295042E-03	4.0883840E-01
2.2040852E-03	2.1577668E-01
2.3786662E-03	2.5175770E-01
2.5750698E-03	2.4639535E-01
2.7496508E-03	1.7606957E-01
